alimento_id;nome_alimento;umidade;energia_kcal;energia_kj;proteina;lipidios;colesterol;carboidrato;fibra_alimentar;calcio;magnesio;manganes;fosforo;ferro;sodio;potassio;cobre;zinco;retinol;vitamina_a_re;vitamina_a_rae;tiamina;riboflavina;piridoxina;niacina;vitamina_c;categoria;subcategoria;criado_por_usuario;ativo
443;Salame;34.70;397.84;1664.57;25.81;30.64;85.09;2.91;\N;87.02;29.92;0.03;354.27;1.25;1574.17;548.00;0.05;3.15;\N;\N;\N;0.88;0.23;\N;12.49;\N;6;49;FALSE;TRUE
444;"Toucinho, cru";27.61;592.53;2479.15;11.48;60.26;73.08;0.00;\N;2.39;3.57;\N;35.36;0.44;49.59;57.57;0.11;0.21;\N;\N;\N;\N;\N;\N;5.10;\N;6;80;FALSE;TRUE
445;"Toucinho, frito";6.33;696.56;2914.42;27.28;64.31;89.46;0.00;\N;9.44;9.46;0.01;94.72;0.87;124.85;170.86;0.10;0.84;\N;\N;\N;\N;\N;\N;5.03;\N;6;80;FALSE;TRUE
446;"Bebida láctea, pêssego";87.69;55.16;230.81;2.13;1.91;5.37;7.57;0.29;88.63;8.59;\N;63.10;\N;46.26;62.26;0.02;0.24;\N;\N;\N;0.03;0.14;\N;0.33;2.05;7;15;FALSE;TRUE
447;Creme de Leite;70.89;221.48;926.69;1.51;22.48;0.00;4.51;\N;82.73;7.54;0.01;118.46;0.30;51.72;118.65;0.02;0.29;127.67;\N;\N;\N;0.10;\N;0.00;\N;7;37;FALSE;TRUE
448;"Iogurte, natural";90.04;51.49;215.43;4.06;3.04;13.78;1.92;\N;143.10;11.25;\N;119.04;\N;51.62;71.28;0.02;0.44;22.50;\N;\N;0.04;0.22;\N;\N;0.93;7;57;FALSE;TRUE
449;"Iogurte, natural, desnatado";89.22;41.49;173.61;3.83;0.32;3.33;5.77;\N;156.96;11.98;\N;109.68;\N;59.64;182.13;\N;0.51;\N;\N;\N;\N;0.22;\N;\N;0.35;7;57;FALSE;TRUE
450;"Iogurte, sabor abacaxi";\N;\N;\N;\N;\N;5.63;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;7;57;FALSE;TRUE
451;"Iogurte, sabor morango";84.63;69.57;291.06;2.71;2.33;7.49;9.69;0.22;101.03;8.04;\N;73.48;\N;37.66;52.35;0.02;0.30;27.03;\N;\N;0.03;0.12;0.02;\N;\N;7;57;FALSE;TRUE
452;"Iogurte, sabor pêssego";85.06;67.85;283.88;2.53;2.34;8.40;9.43;0.72;95.05;7.96;\N;65.55;0.05;36.96;52.09;0.02;0.30;21.28;\N;\N;0.02;0.10;\N;0.38;\N;7;57;FALSE;TRUE
453;"Leite, condensado";26.96;312.57;1307.80;7.67;6.74;27.64;57.00;\N;246.27;21.98;\N;187.18;0.13;93.80;328.93;0.03;0.86;52.95;\N;\N;0.06;0.33;0.57;\N;2.14;7;61;FALSE;TRUE
454;"Leite, de cabra";87.07;66.42;277.88;3.07;3.75;13.99;5.25;\N;112.25;9.80;\N;113.20;0.10;73.95;139.99;0.04;0.35;34.74;\N;\N;\N;0.14;\N;\N;\N;7;60;FALSE;TRUE
455;"Leite, de vaca, achocolatado";80.89;82.82;346.52;2.10;2.17;6.08;14.16;0.65;69.79;12.88;0.05;70.87;0.46;71.74;155.24;0.04;0.31;38.94;\N;\N;0.07;0.29;0.14;1.23;3.26;7;60;FALSE;TRUE
456;"Leite, de vaca, desnatado, pó";3.10;361.61;1512.97;34.69;0.93;24.79;53.04;\N;1363.17;108.71;\N;1673.43;0.93;431.67;1555.66;0.16;3.84;299.46;\N;\N;0.32;1.20;\N;0.81;\N;7;60;FALSE;TRUE
457;"Leite, de vaca, desnatado, UHT";\N;\N;\N;\N;\N;3.75;\N;\N;133.81;10.23;\N;85.37;\N;51.14;140.03;0.02;0.38;\N;\N;\N;0.04;0.26;\N;1.49;\N;7;60;FALSE;TRUE
458;"Leite, de vaca, integral";\N;\N;\N;\N;\N;10.49;\N;\N;122.58;9.64;\N;81.98;\N;63.76;133.19;0.02;0.38;20.90;\N;\N;0.04;0.24;\N;1.52;\N;7;60;FALSE;TRUE
459;"Leite, de vaca, integral, pó";2.70;496.65;2077.98;25.42;26.90;85.26;39.18;\N;890.27;77.43;\N;1242.28;0.52;323.20;1131.66;0.11;2.73;361.06;\N;\N;0.24;1.03;\N;\N;\N;7;60;FALSE;TRUE
460;"Leite, fermentado";81.88;69.62;291.30;1.89;0.10;1.85;15.67;\N;71.53;6.23;0.02;62.81;\N;33.43;94.48;0.01;0.26;\N;\N;\N;0.08;0.11;\N;\N;0.49;7;15;FALSE;TRUE
461;"Queijo, minas, frescal";56.12;264.27;1105.72;17.41;20.18;62.00;3.24;\N;579.25;6.88;0.02;123.31;0.93;31.23;104.85;\N;0.29;160.51;\N;\N;\N;0.25;\N;\N;\N;7;82;FALSE;TRUE
462;"Queijo, minas, meia cura";47.12;320.72;1341.90;21.21;24.61;76.30;3.57;\N;695.92;27.07;0.02;402.53;0.22;501.17;119.98;0.07;2.68;111.33;\N;\N;0.03;0.32;\N;\N;\N;7;82;FALSE;TRUE
463;"Queijo, mozarela";45.34;329.87;1380.18;22.65;25.18;79.58;3.05;\N;875.04;23.57;0.03;470.00;0.31;581.36;61.89;0.08;3.52;109.00;\N;\N;\N;0.20;\N;\N;\N;7;82;FALSE;TRUE
464;"Queijo, parmesão";21.25;452.96;1895.20;35.55;33.53;105.84;1.66;\N;991.97;33.37;0.05;744.62;0.53;1844.08;96.24;0.17;4.36;66.15;\N;\N;\N;0.44;0.23;\N;\N;7;82;FALSE;TRUE
465;"Queijo, pasteurizado";54.42;303.08;1268.09;9.36;27.44;82.16;5.68;\N;323.30;16.00;0.01;577.94;0.27;780.43;193.72;0.05;1.30;57.31;\N;\N;\N;0.20;\N;\N;\N;7;82;FALSE;TRUE
466;"Queijo, petit suisse, morango";72.22;121.11;506.71;5.79;2.84;12.07;18.46;\N;730.93;26.51;0.02;448.46;0.14;412.47;121.46;0.01;2.66;272.66;\N;\N;0.22;0.27;0.21;2.68;\N;7;82;FALSE;TRUE
467;"Queijo, prato";42.44;359.88;1505.74;22.66;29.11;90.90;1.88;\N;939.99;28.27;0.03;460.84;0.28;579.77;73.47;0.10;3.46;122.67;\N;\N;\N;0.22;\N;\N;\N;7;82;FALSE;TRUE
468;"Queijo, requeijão, cremoso";62.47;256.58;1073.52;9.63;23.44;73.67;2.43;\N;259.47;11.63;0.02;447.88;0.12;557.92;93.06;0.05;1.28;194.59;\N;\N;\N;0.19;\N;\N;\N;7;86;FALSE;TRUE
469;"Queijo, ricota";73.57;139.73;584.64;12.60;8.11;48.70;3.79;\N;253.24;11.81;\N;161.52;0.14;282.58;112.38;\N;0.46;52.85;\N;\N;\N;0.15;\N;\N;\N;7;82;FALSE;TRUE
470;"Bebida isotônica, sabores variados";93.51;25.61;107.17;0.00;0.00;\N;6.40;\N;1.23;\N;\N;8.97;0.67;44.08;13.03;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
471;"Café, infusão 10%";97.37;9.07;37.95;0.71;0.07;\N;1.48;\N;3.16;9.66;0.04;9.50;\N;1.03;155.70;0.01;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;23;FALSE;TRUE
472;"Cana, aguardente 1";\N;215.66;902.33;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;3.15;\N;0.06;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;32;FALSE;TRUE
473;"Cana, caldo de";81.73;65.34;273.40;\N;\N;\N;18.15;0.14;9.08;11.97;0.21;4.78;0.75;\N;17.97;0.01;0.05;\N;\N;\N;\N;\N;0.03;\N;2.78;12;89;FALSE;TRUE
474;"Cerveja, pilsen 2";92.38;40.72;170.37;0.56;\N;\N;3.32;\N;4.99;6.74;0.01;19.00;\N;4.23;29.47;\N;\N;\N;\N;\N;\N;\N;0.14;2.92;\N;12;32;FALSE;TRUE
475;"Chá, erva-doce, infusão 5%";99.61;1.40;5.85;0.00;0.00;\N;0.39;\N;1.93;0.88;0.01;0.65;\N;0.63;9.93;0.01;\N;\N;\N;\N;1.23;0.23;\N;\N;\N;12;33;FALSE;TRUE
476;"Chá, mate, infusão 5%";99.31;2.73;11.43;0.00;0.05;\N;0.64;\N;0.64;2.04;0.27;\N;\N;\N;5.34;\N;\N;\N;\N;\N;0.89;\N;\N;\N;\N;12;33;FALSE;TRUE
477;"Chá, preto, infusão 5%";99.37;2.25;9.41;0.00;0.00;\N;0.63;\N;0.25;0.96;0.09;1.51;\N;\N;13.44;\N;\N;\N;\N;\N;3.11;0.48;\N;\N;\N;12;33;FALSE;TRUE
478;"Coco, água de";94.25;21.51;89.99;0.00;0.00;\N;5.28;0.13;18.84;5.16;0.25;3.76;\N;1.78;161.65;\N;\N;\N;\N;\N;0.01;\N;\N;\N;2.41;12;6;FALSE;TRUE
479;"Refrigerante, tipo água tônica";92.01;30.78;128.78;0.00;0.00;\N;7.95;\N;1.08;\N;\N;0.15;\N;8.29;1.51;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
480;"Refrigerante, tipo cola";91.28;33.51;140.22;0.00;0.00;\N;8.66;\N;1.37;\N;\N;16.68;\N;7.12;0.91;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
481;"Refrigerante, tipo guaraná";89.96;38.70;161.92;0.00;0.00;\N;10.00;\N;1.41;\N;\N;\N;\N;9.01;1.38;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
482;"Refrigerante, tipo laranja";88.17;45.63;190.90;0.00;0.00;\N;11.79;\N;2.34;1.21;\N;1.47;\N;9.27;15.50;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
483;"Refrigerante, tipo limão";89.69;39.72;166.18;0.00;0.00;\N;10.26;\N;1.75;0.53;\N;\N;\N;8.80;4.27;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;12;89;FALSE;TRUE
484;"Omelete, de queijo";60.49;268.01;1121.34;15.57;22.01;383.83;0.44;\N;165.73;14.27;0.03;313.61;1.37;216.05;126.93;0.03;1.36;58.75;\N;\N;0.03;0.24;\N;\N;\N;8;73;FALSE;TRUE
485;"Ovo, de codorna, inteiro, cru";71.67;176.89;740.12;13.69;12.68;568.00;0.77;\N;78.73;11.06;\N;279.44;3.35;128.99;78.73;0.04;2.05;305.17;\N;\N;0.11;0.12;\N;0.97;\N;8;73;FALSE;TRUE
486;"Ovo, de galinha, clara, cozida/10minutos";85.23;59.44;248.68;13.45;0.09;\N;0.00;\N;6.23;11.01;\N;15.43;0.08;180.54;145.87;0.03;\N;\N;\N;\N;\N;0.08;\N;\N;\N;8;36;FALSE;TRUE
487;"Ovo, de galinha, gema, cozida/10minutos";50.02;352.67;1475.59;15.90;30.78;1272.37;1.56;\N;114.43;9.37;0.06;385.75;2.92;44.91;87.38;\N;2.87;148.48;\N;\N;0.18;0.22;\N;\N;\N;8;36;FALSE;TRUE
488;"Ovo, de galinha, inteiro, cozido/10minutos";75.77;145.70;609.61;13.29;9.48;396.57;0.61;\N;49.22;11.24;0.02;184.19;1.52;145.90;138.90;0.04;1.24;32.44;\N;\N;0.08;0.30;\N;\N;\N;8;73;FALSE;TRUE
489;"Ovo, de galinha, inteiro, cru";75.60;143.11;598.78;13.03;8.90;355.94;1.64;\N;42.02;12.66;\N;164.35;1.56;167.91;150.00;0.06;1.08;78.83;\N;\N;0.07;0.58;\N;0.75;\N;8;73;FALSE;TRUE
490;"Ovo, de galinha, inteiro, frito";63.50;240.19;1004.94;15.62;18.59;516.26;1.19;\N;72.89;16.25;0.03;422.41;2.10;166.11;184.01;0.04;1.46;93.89;\N;\N;0.06;0.32;\N;\N;\N;8;73;FALSE;TRUE
491;"Achocolatado, pó";1.10;401.02;1677.87;4.20;2.17;\N;91.18;3.89;44.40;76.74;0.55;199.97;5.36;64.79;496.45;0.56;1.04;795.85;\N;\N;1.38;1.02;1.52;4.99;\N;10;3;FALSE;TRUE
492;"Açúcar, cristal";0.05;386.85;1619.21;0.32;\N;\N;99.61;\N;7.59;1.01;\N;\N;0.16;\N;2.56;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;10;4;FALSE;TRUE
493;"Açúcar, mascavo";3.32;368.55;1542.03;0.76;0.09;\N;94.45;\N;126.53;79.95;2.03;38.16;8.30;25.20;521.63;0.17;0.48;\N;\N;\N;\N;0.03;\N;\N;\N;10;4;FALSE;TRUE
494;"Açúcar, refinado";0.12;386.57;1617.43;0.32;\N;\N;99.54;\N;3.50;0.55;\N;\N;0.11;12.16;6.35;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;10;4;FALSE;TRUE
495;"Chocolate, ao leite";1.26;539.59;2257.63;7.22;30.27;16.52;59.58;2.17;191.19;57.10;0.30;212.11;1.58;77.10;354.51;0.31;1.06;\N;\N;\N;0.05;0.22;0.59;0.63;\N;10;35;FALSE;TRUE
496;"Chocolate, ao leite, com castanha do Pará";1.21;558.88;2338.34;7.41;34.19;15.50;55.38;2.46;171.23;79.57;0.36;302.52;1.47;64.05;430.92;0.45;1.30;36.15;\N;\N;0.04;0.24;\N;1.37;1.42;10;35;FALSE;TRUE
